"lon","lat","present"
-116.670672,33.6681143,0
-123.2270969,39.1634647,0
-120.8100579,39.0226767,0
-117.342142,33.3068648,0
-116.48047,32.92408,0
-121.1582986,36.7497605,0
-116.7979649,33.5014318,0
-116.16262,34.0138414,0
-119.68333,34,0
-118.148742,34.971073,0
-119.2962109,35.4779437,0
-121.2813,36.8242987,0
-117.16759,34.836431,0
-123.53229,41.309013,0
-122.5109615,38.3796305,0
-121.7329536,37.6649984,0
-121.4282989,40.4976057,0
-116.8865694,34.0809816,0
-122.2276839,37.1650627,0
-121.1662987,37.9333136,0
-118.85004,35.89089,0
-118.2918,33.7909207,0
-121.525076,38.1231944,0
-120.6797897,38.3539344,0
-116.7674109,34.2881427,0
-124.0540137,41.8020549,0
-123.5321729,41.3035057,0
-122.6175379,41.0054247,0
-122.3173197,41.1491686,0
-121.050248,41.6091794,0
-121.2574609,41.6708967,0
-120.5011538,41.8699632,0
-120.4745547,41.0534621,0
-123.4827189,40.8031297,0
-122.6362459,40.7168927,0
-122.8597869,40.1803227,0
-121.5788419,40.9620837,0
-121.143089,40.3052152,0
-120.8358171,40.4392679,0
-120.9961818,40.0402279,0
-121.0380629,39.9493657,0
-120.1772919,39.5112797,0
-120.8263239,39.0192397,0
-120.5734077,38.7396833,0
-120.7242129,38.7995807,0
-120.1968622,37.7104224,0
-119.7938035,37.4618753,0
-118.1213609,36.0105997,0
-118.4486699,35.7945597,0
-118.2905419,35.6923897,0
-119.0168752,37.77678,0
-119.6177289,34.7072417,0
-123.8982699,41.7045577,0
-123.0816729,41.0822737,0
-121.58434,41.534114,0
-123.0732879,40.4903837,0
-122.6130599,39.1628167,0
-120.139403,39.7978141,0
-120.0376959,38.1700196,0
-123.6046832,40.8879703,0
-120.5453404,40.1541637,0
-122.551903,39.382586,0
-121.73284,37.665124,0
-120.56761,39.06961,0
-120.5457839,40.1538157,0
-122.5631179,41.9024247,0
-122.5202179,41.5209207,0
-123.8192961,41.8824344,0
-123.6395269,40.6229877,0
-123.7020419,40.7015167,0
-115.9269019,33.9250177,0
-124.0971118,41.2623507,0
-120.7791086,36.3579209,0
-124.0398,41.46619,0
-123.6395269,40.6229877,0
-108.0883263,40.7402199,0
-107.6901017,40.8403233,0
-106.874918,40.1531859,0
-105.0392299,40.5090827,0
-104.2027819,40.5963537,0
-103.440258,40.2096396,0
-102.9337159,40.6569477,0
-108.8123629,39.4003427,0
-107.6483229,39.9658907,0
-106.7610657,39.2438073,0
-105.2791994,39.2209796,0
-104.3691567,39.3798417,0
-103.6493769,39.8568857,0
-102.6325909,39.8307687,0
-108.1390507,38.694789,0
-107.9633117,38.3057846,0
-106.7550729,38.5137277,0
-105.8127155,38.025678,0
-104.0920409,38.8398807,0
-103.2279359,38.6410567,0
-102.5212329,38.1437717,0
-108.5355759,37.5181967,0
-107.7918089,37.2149507,0
-106.8369449,37.2877307,0
-105.5524979,37.2873497,0
-104.3145749,37.6204777,0
-103.1977919,37.9979687,0
-102.2921829,37.6879837,0
-108.4153871,40.0653006,0
-107.9697719,40.1380256,0
-106.4591899,40.8796847,0
-105.9079302,40.8716166,0
-104.6963429,40.3052417,0
-103.3439259,40.8478437,0
-102.7182079,40.2631147,0
-108.7012441,39.1643935,0
-107.1232134,39.6640362,0
-106.2206124,39.5442667,0
-105.4160009,39.0800627,0
-104.1886679,39.8407587,0
-103.1230999,39.6105587,0
-102.4274519,39.3883077,0
-108.623622,38.7397289,0
-106.9174979,38.5920517,0
-106.5542061,38.5112521,0
-105.5746738,38.982811,0
-104.0715939,38.6945177,0
-103.9489359,38.1746667,0
-102.5906749,38.6933497,0
-108.0204389,37.7907487,0
-107.2239599,37.9857447,0
-106.4522789,37.4798557,0
-105.7459646,37.1810849,0
-104.0585169,37.0446817,0
-103.5204699,37.2182707,0
-102.5796589,37.1052137,0
-103.649376,39.8568857,0
-107.963311,38.3057846,0
-108.4645163,37.5166544,0
-106.8377022,37.2881745,0
-105.5525819,37.2872957,0
-104.3100659,37.6256667,0
-108.5755774,39.0521056,0
-107.0036239,37.7792747,0
-106.4250933,37.6329865,0
-108.6736679,40.6165527,0
-107.0331404,40.2101727,0
-106.4907839,40.1331937,0
-105.4722069,40.7597487,0
-104.5420149,40.8566157,0
-103.6580889,40.5807997,0
-102.0845649,40.6141447,0
-108.4622799,39.5130367,0
-107.6169662,39.6468148,0
-106.8135989,39.3789927,0
-105.85,39.6666667,0
-104.5104139,39.9859827,0
-103.7867237,39.373985,0
-102.5923459,39.5341427,0
-108.3489798,38.2657408,0
-107.6025079,38.8387837,0
-106.431206,38.7474207,0
-105.2290729,38.3674037,0
-104.4505009,38.0452637,0
-103.2345199,38.1719747,0
-102.7381166,38.2958688,0
-108.0888449,37.7801857,0
-107.183624,37.2329382,0
-106.1915747,37.0593545,0
-105.927905,37.6909727,0
-104.6052929,37.1141597,0
-103.1112899,37.5201847,0
-102.2766499,37.1640087,0
-107.15889,37.940923,0
-108.5596319,40.2777657,0
-107.8616029,40.6681037,0
-106.9331855,40.6746076,0
-105.4284449,40.5692247,0
-104.6390073,40.8627005,0
-103.7997669,40.3492697,0
-102.3257889,40.9679121,0
-108.9548949,39.4433277,0
-107.3678337,39.0799673,0
-106.4087149,39.1529607,0
-105.9687199,39.4106807,0
-104.3773535,39.7238537,0
-103.0237419,39.5675297,0
-102.1105579,39.1718637,0
-108.4608309,38.0687767,0
-107.2632899,38.4648048,0
-106.1069649,38.4480577,0
-105.7794649,38.6441327,0
-104.4588733,38.5495769,0
-103.3489149,38.7624107,0
-102.2107619,38.2460697,0
-108.7610769,37.8399527,0
-107.8701319,37.2370827,0
-106.6533167,37.6490053,0
-105.5208509,37.0987057,0
-104.7749029,37.6176717,0
-103.8764488,37.95117,0
-102.8682559,37.2067937,0
-108.7539818,40.2044442,0
-107.8736167,40.0522652,0
-105.9787229,40.3126093,0
-105.2961672,40.0205912,0
-108.1651539,39.8228687,0
-107.6922689,39.7578337,0
-106.5583499,39.9539677,0
-105.5238079,39.8235192,0
-104.7380455,38.9999639,0
-108.5366804,38.2700861,0
-107.7416909,38.1738367,0
-106.8645557,38.0540197,0
-105.5137559,38.1502227,0
-108.4743579,37.4432477,0
-107.8223959,37.9427007,0
-106.2560823,37.8392179,0
-105.232388,37.9410936,0
-104.5848671,37.3389499,0
-108.284991,39.871749,0
-106.23612,39.845893,0
-106.1788927,39.1305537,0
-104.5086695,39.9848652,0
-104.4189177,38.0641056,0
-108.46451,37.5166544,0
-107.8695551,37.2314334,0
-105.5210119,37.0988956,0
-106.00812,40.179928,0
-104.7986289,39.8130827,0
-104.7912219,40.8120627,0
-105.3722224,39.6848088,0
-108.4824304,37.2704067,0
-105.7630014,40.4319964,0
-104.80072,39.8272403,0
-71.9642159,41.3360007,1
-72.9096309,41.6976407,0
-72.5159969,41.7026037,0
-72.1530946,41.417728,1
-72.1389149,41.9407577,1
-72.4984279,41.2710807,1
-72.1354049,41.7771877,0
-73.2167392,41.5493443,1
-73.5009399,41.5387127,1
-73.6169339,41.0517897,1
-73.5313225,41.3362789,1
-73.3502269,41.7487967,1
-73.2470699,41.2521947,1
-72.5906625,41.5651229,1
-72.8512329,41.5832977,0
-72.9574329,41.8784917,0
-72.9270422,41.7378788,0
-72.1389149,41.9407577,1
-73.350226,41.7487967,0
-72.9557559,41.8805267,0
-75.6860679,39.5003037,0
-75.5873207,39.7518831,1
-75.5366119,38.9594417,1
-75.4652999,39.0287137,0
-75.4593569,39.0295357,0
-75.1803229,38.5337387,1
-75.2351089,38.6735427,1
-75.4329779,38.5040567,1
-75.0612969,38.5804577,0
-75.2899489,38.7480537,0
-75.6392639,39.3705837,1
-75.240533,38.517366,0
-75.2351111,38.6736346,0
-75.4329919,38.5040677,1
-75.4638509,38.7324037,1
-75.338982,38.999412,0
-75.4329919,38.5040677,0
-87.4079434,30.9291812,1
-86.2758321,30.3755433,0
-86.4809129,30.5193157,1
-85.1334541,30.5288404,1
-85.2869789,30.3372497,1
-84.0413094,30.5950194,1
-85.9004499,30.3898527,1
-84.9914239,30.3358457,1
-85.3003555,29.7818335,1
-83.8569684,30.2734632,1
-83.3782062,29.6686989,1
-82.7337409,30.5026237,1
-82.2630299,29.5468457,1
-82.394802,29.1916199,1
-84.9762879,29.9877641,1
-82.5050049,28.0363157,0
-82.1186659,27.4438745,0
-81.3438119,29.8899427,1
-81.9062085,30.7202649,1
-82.3022052,28.3266818,1
-81.8343049,29.8970697,1
-81.8605659,28.1788407,0
-81.9816829,28.5723877,0
-81.4189503,27.3232866,0
-80.8712309,28.7481187,0
-81.448561,26.2943143,0
-82.1462286,27.6610372,0
-80.9676799,25.7510497,0
-81.7191149,27.9009147,0
-80.9673345,27.9626301,0
-80.3854635,26.9657323,0
-81.9372109,26.7792597,0
-80.4312659,26.0628347,0
-80.7663639,25.6579667,0
-80.5364609,25.0015697,0
-82.1623546,30.2531989,1
-81.8070759,30.0999027,1
-80.2032849,26.3678027,0
-80.4340449,26.0594807,0
-87.1400909,30.3334747,0
-86.7860494,30.7209289,1
-86.1160696,30.7184797,1
-85.2426415,30.5335474,1
-85.7419899,30.9498107,1
-83.6676053,30.2929508,1
-84.6639032,30.387698,1
-83.3399191,30.3506092,1
-82.811155,30.0205957,1
-81.9519897,30.5196049,1
-83.2158819,30.5193097,1
-84.340943,29.9468226,1
-81.8774959,29.5359317,1
-81.1983453,29.4080424,0
-82.2183149,29.1174077,0
-82.1719367,28.6471072,0
-80.8980039,28.1011187,0
-81.5469756,28.6901383,0
-81.3372759,28.3225489,0
-82.3349393,27.7698971,0
-82.0563269,27.2920427,0
-81.5833199,27.4266407,0
-81.4536353,27.7611546,0
-80.5471555,27.2364427,0
-80.4486919,27.8600237,0
-80.5359109,26.3358707,0
-80.2292965,26.0856265,0
-80.4097679,25.6040397,0
-80.5425082,25.4912637,0
-80.3715899,25.3839437,0
-81.126711,26.5587549,0
-81.3585199,26.8751997,0
-81.2450339,24.6730127,0
-83.0674784,29.6862263,1
-82.6352619,28.2764097,0
-81.7610009,26.9459847,0
-81.6570333,25.9322682,0
-80.902032,26.750328,0
-87.4079434,30.9291812,0
-85.2717359,30.3715757,1
-85.836483,30.53685,1
-85.0052085,30.3242578,1
-85.3003555,29.7818335,1
-82.119094,29.4553574,0
-82.5089729,28.0402277,0
-82.406862,27.431856,0
-81.981682,28.5723877,0
-81.7191254,27.9007144,0
-82.0333415,26.9297114,0
-80.9335333,25.1388716,0
-82.1626039,30.2516797,0
-81.806917,30.0999167,0
-86.455486,30.965694,1
-82.810872,30.018918,0
-82.2851269,29.1871917,0
-82.334936,27.769929,0
-82.0563269,27.2920427,0
-81.6004029,27.4972377,0
-80.4489977,27.8610752,0
-80.3893099,26.6850447,0
-80.4147339,25.618989,0
-80.3928389,25.3099469,0
-81.2399969,24.6759747,0
-85.780054,30.8137132,1
-81.5829559,24.597703,0
-84.6552242,30.2634445,1
-82.3594866,30.3790152,1
-81.8082819,29.3967527,0
-85.1179618,30.9635097,1
-82.1873953,28.5817572,0
-81.9184945,28.3029119,1
-80.6136693,25.4058076,0
-82.380934,28.7995277,0
-82.5826,29.09706,1
-81.9247336,26.8177916,0
-80.2678139,26.8544437,0
-80.5399018,26.3353906,0
-81.6833333,26.8333333,0
-80.8008275,28.7856862,0
-81.9587398,26.9950167,0
-82.4080153,30.2200916,1
-80.9969329,28.5692767,0
-80.5737674,26.9941297,0
-86.7556245,30.4264141,1
-85.215292,29.6796829,1
-82.5663679,28.6793707,1
-87.295368,30.330894,0
-80.800827,28.7856862,0
-81.5755079,30.8733817,1
-82.0685039,30.7054907,1
-81.4181496,31.3641465,1
-83.0293039,30.9276387,1
-82.3558447,31.9696201,1
-84.5234609,30.8199147,1
-83.2438622,31.7059705,0
-81.643174,31.3917301,1
-84.9734875,31.8866376,1
-84.7198949,31.7456477,1
-81.3595879,32.3437127,1
-82.3706809,32.1082297,1
-82.7652865,32.7366314,1
-83.4524425,32.3986852,1
-83.9907256,33.0058447,1
-84.4948117,32.9365857,1
-82.2305739,31.1987087,0
-83.2572724,31.212031,1
-82.4803579,33.7890197,1
-83.1735057,33.7540376,1
-84.4058069,31.2906127,1
-84.4813689,33.1819087,1
-84.8850949,33.6355697,1
-83.3156813,34.0324127,1
-84.0731922,31.1234736,0
-84.7282157,34.566415,1
-84.7868559,34.0545254,1
-83.7887419,32.3776397,1
-83.9135034,31.6113295,1
-83.5415723,34.4948364,1
-83.0957341,33.5197045,1
-82.1997128,33.4876538,1
-84.2682799,32.1823297,1
-81.637766,32.8829954,1
-83.6478349,32.9464727,1
-85.2533567,33.5381995,1
-85.3463759,34.6689717,1
-84.5636584,32.3152912,1
-85.0490155,34.3863104,1
-84.0687099,34.7642707,1
-83.4074789,34.9172777,1
-84.4635319,34.1391517,1
-84.7482209,33.9086267,1
-84.2188269,33.6307147,1
-83.6041811,33.6101913,1
-83.8122125,33.1053145,1
-82.6759719,33.6477247,1
-82.8309704,33.0291229,1
-83.5781559,32.1468537,0
-82.9529801,32.1747043,1
-82.3672037,32.88997,1
-83.5531469,31.9142657,1
-82.9391858,31.9354092,1
-81.6930981,32.6493901,1
-82.8019089,31.4573017,1
-81.2461699,31.7655427,1
-83.80112,30.6653217,1
-82.7066959,30.6013017,1
-82.071315,30.741228,0
-81.4255139,32.3293007,1
-82.3713072,32.1084995,1
-82.2302919,31.1988887,1
-82.5666869,33.7283627,1
-84.4810583,33.1817632,0
-84.8855164,33.6361338,1
-84.6178662,34.2229334,0
-82.8023609,31.4577244,1
-81.6271416,31.6168883,1
-82.706828,30.6012759,1
-81.671898,30.928942,1
-82.469419,30.58495,0
-82.7110995,30.8156483,1
-81.9385286,31.060394,1
-81.2589304,31.7275586,1
-82.8050351,31.1219928,1
-82.4003766,31.6994191,0
-82.0547405,32.4826257,0
-81.8440915,32.6387756,1
-81.4772544,32.6981698,1
-83.4309121,30.7949952,0
-83.40811,30.9398503,1
-83.1398269,31.2372355,1
-83.3946338,31.911593,1
-82.7571502,32.4529818,1
-84.7241329,30.8576446,0
-84.0168649,31.7538576,1
-84.6581734,31.5573574,1
-84.6928996,31.9559887,1
-83.029301,32.801282,1
-83.7460488,32.5465719,1
-84.4158115,32.8593849,1
-83.119901,33.1701743,1
-82.7634571,33.4815769,1
-82.553544,33.8799945,1
-83.7041676,33.6804525,1
-84.2837106,33.382002,1
-84.4592036,33.5364364,0
-85.253731,33.4037868,1
-85.2195466,33.6511789,0
-83.8381378,34.1726911,0
-82.7559864,34.1982791,0
-83.1032176,34.3932407,1
-84.6150591,34.0921282,0
-84.5124264,34.906261,1
-85.497565,34.6117851,1
-85.424102,34.7223756,0
-85.2195466,33.6511789,1
-83.7086974,33.0951823,1
-116.3974909,48.5817917,0
-116.6672685,47.7825805,0
-115.8109268,47.2505272,0
-116.5560346,46.4532553,0
-115.4122168,46.0761181,0
-114.5424783,46.639823,0
-116.1124649,45.8813157,0
-115.681061,45.8118141,0
-114.6333333,45.7,0
-113.5624829,45.0341095,0
-116.0405729,44.5814347,0
-115.0979702,44.4572034,0
-114.1743245,44.6127281,0
-113.5203605,44.722359,0
-112.2561867,44.2384571,0
-111.2586979,44.0271337,0
-116.0962005,43.455341,0
-115.951094,43.7258179,0
-114.9073789,43.8977317,0
-113.5630006,43.4619319,0
-112.7317982,43.1104288,0
-111.7010272,43.5343116,0
-116.6394012,42.8131415,0
-115.1851959,42.9094597,0
-114.2794532,42.3311564,0
-113.5890998,42.6770234,0
-112.519388,42.8548166,0
-111.5524589,42.9309637,0
-116.8492509,48.4797897,0
-115.472606,45.816285,0
-115.4359342,45.825742,0
-116.0315611,44.4138961,0
-114.8761118,43.9110934,0
-115.2124573,42.953922,0
-111.7185508,42.9613154,0
-116.0228279,47.250284,0
-116.8391482,46.4470219,0
-115.7969686,46.4724742,0
-116.034299,45.3898886,0
-115.9475939,45.3420792,0
-114.0119991,45.0778394,0
-116.5087254,44.1957002,0
-115.4933479,44.9600847,0
-114.7338639,44.2711977,0
-113.3704824,44.2330004,0
-116.5088281,43.1584349,0
-115.3610245,43.4135132,0
-114.252264,43.4007821,0
-113.8743621,43.3387265,0
-112.3960119,43.8124267,0
-111.2006106,43.8248162,0
-116.9936762,42.6439302,0
-115.7179519,42.7918728,0
-114.0888322,42.431685,0
-113.8402099,42.2100017,0
-112.3918149,42.4988307,0
-111.9538098,42.0021387,0
-114.876111,43.9110934,0
-112.65036,43.521597,0
-113.0094549,43.5493493,0
-112.8423869,43.743192,0
-112.8721588,43.5602019,0
-112.63692,43.5492585,0
-116.1318742,47.8844941,0
-116.3312759,47.5466971,0
-90.0603721,42.2101956,0
-89.3321502,42.1593177,0
-89.0756312,42.0711057,0
-88.9789839,42.1810097,0
-88.175335,42.1542181,0
-87.908702,42.0160676,1
-90.0300702,41.3974197,0
-90.217325,41.4846401,0
-89.4568609,41.1849333,0
-89.7704347,41.3504896,1
-89.7085965,41.3356226,0
-89.0175725,41.6502254,0
-88.8325718,41.0834818,0
-88.1879809,41.9335847,0
-88.1852819,41.1663407,0
-88.5743214,41.530722,0
-87.5816027,41.2187664,0
-87.964599,41.4686591,0
-91.0568488,40.8036571,0
-91.1829978,40.2137205,0
-90.0013197,40.0810774,0
-90.9814019,40.6514497,0
-90.0331516,40.9170762,0
-90.5087794,40.8602881,0
-89.6657014,40.6004653,0
-89.7938841,40.9305488,0
-89.3175167,40.6045464,0
-89.4243639,40.4972564,0
-88.95069,40.9275498,0
-88.5584799,40.0787817,0
-88.5637682,40.7143846,0
-88.6754284,40.8985328,0
-87.9675978,40.2509834,1
-87.724604,40.6463646,0
-91.2963699,39.9203767,0
-90.3451209,39.9897988,0
-90.1660041,39.4187241,0
-90.4109104,39.799577,1
-90.8395322,39.3609974,0
-89.5158088,39.5753678,0
-89.2690071,39.4800841,0
-89.2049844,39.3998674,0
-89.4517437,39.5535471,0
-88.103613,39.8947071,0
-88.2670255,39.3671938,0
-88.195176,39.3149204,0
-88.3865649,39.6153298,0
-87.7777573,39.318607,0
-90.2587326,38.3851828,0
-89.8193422,38.5256201,0
-89.5364836,38.6981367,1
-89.6602444,38.6699717,0
-89.2943026,38.3511978,0
-88.233672,38.248185,0
-88.9703208,38.4401577,0
-88.1676148,38.70688,0
-88.4287356,38.6772904,0
-87.7451035,38.8352107,0
-89.2352685,37.2325914,0
-89.7475091,37.9708433,0
-88.9437782,37.3198861,0
-88.5063589,37.5997248,1
-88.5193033,37.0730417,0
-87.7771751,39.0052343,0
-89.7648861,42.1401616,0
-88.9154674,42.3994754,0
-90.5307719,41.3410603,0
-89.0833869,41.4844552,0
-88.5903464,41.311436,0
-91.1273048,40.0572405,0
-90.1357207,40.3045239,0
-89.8249757,40.0839936,0
-88.7460735,40.2822428,0
-90.550608,39.2888385,0
-89.8313118,39.3988002,0
-88.0246848,39.1055838,0
-87.6692368,39.1467916,0
-89.7037028,38.320123,0
-88.2081104,38.0393916,0
-89.274296,37.2026548,1
-88.1644941,37.4674888,1
-88.399331,42.221331,0
-88.9445833,42.1740585,0
-91.3130559,39.9258337,0
-90.2808839,42.3972257,0
-89.3817229,42.4617907,0
-88.5617669,42.2186307,0
-90.9006359,41.0847167,0
-89.6694319,41.8306867,0
-88.4356718,41.5971421,0
-90.9316336,40.0179525,0
-89.1297627,40.2639127,0
-88.8718234,40.7542777,0
-87.5396719,40.0813067,0
-91.3007819,39.9614287,0
-90.4058819,39.8173797,0
-89.0850451,39.8529571,0
-88.6689458,39.9526337,0
-87.706176,39.4014967,0
-89.3901378,38.8433817,0
-88.8800235,38.4982149,0
-89.0775209,37.8620527,0
-88.9472487,37.2950124,0
-89.7510457,39.9548261,0
-87.4486549,41.6518167,0
-87.2001879,41.3297597,0
-86.2170269,41.7272707,0
-86.6205339,41.2735266,0
-86.2808379,41.0254887,0
-85.6760109,41.7259077,0
-85.4900279,41.0188097,0
-85.8354799,41.1015477,1
-84.9394079,41.6024567,1
-87.3633993,40.6790779,0
-87.0361216,40.4076491,0
-86.8139639,40.7078507,0
-86.1842198,40.5842651,1
-86.6959256,40.1495187,0
-86.0561139,40.2183267,0
-85.5449749,40.0330447,0
-85.3574209,40.1346197,0
-85.84451,40.5079491,0
-85.9044039,40.8532797,1
-84.8534885,40.7030618,0
-87.3743359,39.3319867,0
-87.1438756,39.5330205,0
-86.3429849,39.0791429,1
-86.2882699,39.6400767,0
-86.5765829,39.9080857,0
-86.7031329,39.2638847,0
-85.9287299,39.0836543,1
-85.4688349,39.6847217,0
-85.4421615,39.4677041,0
-85.7760939,39.5621707,0
-84.9764184,39.493804,0
-87.1287007,38.6841567,0
-87.1850279,38.5758877,1
-87.3919892,38.0976637,0
-86.7647789,38.7744667,1
-86.8202889,38.4150437,1
-86.1929939,38.9190517,1
-85.9410399,38.6631267,1
-86.1463592,38.2672943,1
-85.0940693,38.7795826,1
-85.7471699,38.6347156,0
-87.4410458,37.9911389,0
-87.1973579,41.5363017,0
-86.3655159,41.6368887,0
-85.8354611,41.1013504,1
-86.0560979,40.2178547,0
-85.3574289,40.1346467,0
-87.1967394,41.5361624,0
-87.3693435,41.3911052,0
-86.8508149,41.6367797,0
-85.4765733,41.750602,0
-84.9237731,41.0798684,0
-87.0748779,40.9699502,0
-86.4502189,40.1985767,0
-85.2388079,40.4066967,0
-84.9562309,40.8100197,0
-87.3561447,39.9820787,1
-86.3794639,39.9455667,0
-85.0906911,39.9464269,0
-84.8521349,39.6830387,0
-87.0543672,39.125475,0
-86.5484989,38.7671667,1
-85.1623379,38.9509067,1
-87.6297459,37.9142237,0
-86.4873841,39.9443431,0
-86.4011865,39.0147985,1
-86.9325362,41.70464,1
-87.4511851,41.0474227,0
-91.6797963,40.7698922,0
-92.8864804,40.6527332,0
-93.1717427,40.8887105,0
-94.6426839,40.5712567,0
-95.1210189,40.6203037,0
-90.2964159,41.9751747,0
-91.2703838,41.5687389,0
-91.2514429,41.7290747,0
-92.3572989,41.8190707,0
-92.2602299,41.6735997,0
-93.103781,41.4022592,0
-93.6007149,41.6803757,0
-94.1444549,41.6586017,0
-94.0861889,41.7176327,0
-95.7265309,41.4483667,0
-95.3466186,41.1311292,0
-90.6070319,42.0435847,0
-91.6954359,42.2103447,0
-91.4172439,42.1986127,0
-92.4757027,42.4283168,0
-92.5335079,42.2393377,0
-93.8524963,42.9663334,0
-93.3290179,42.1521897,0
-94.5711599,42.0345317,0
-94.295246,42.6019638,0
-95.8791569,42.5326167,0
-95.7210459,42.6484757,0
-96.3743819,42.4902437,0
-91.8768028,43.0864727,0
-92.2585749,43.3492727,0
-93.5770949,43.0675927,0
-94.0095139,43.2388517,0
-95.5844739,43.0405217,0
-96.2756889,43.2574697,0
-95.1259581,40.6242636,0
-91.251362,41.7287592,0
-91.6956394,42.2119974,0
-93.3469609,42.1663807,0
-93.5769729,43.0675537,0
-94.9950424,37.0321381,0
-95.3249979,37.5148587,0
-95.5008159,37.8493327,0
-96.3936159,37.9847547,0
-96.2857509,38.0573017,0
-97.349158,37.3190352,0
-97.2582029,37.2322087,0
-98.8303289,37.9271847,0
-98.8298029,37.5142707,0
-99.2722929,37.1645227,0
-99.7413179,37.1334087,0
-101.4316489,37.9589257,0
-94.8714265,38.8545319,0
-95.9097289,38.9715017,0
-95.8576087,38.5354618,0
-96.9002609,38.9939527,0
-96.5605733,38.3623234,0
-97.2984479,38.9447217,0
-97.1112208,39.0607981,0
-98.9776363,38.4636553,0
-98.0351929,38.5515107,0
-99.6617889,38.2040337,0
-99.4663929,38.8417547,0
-101.6508259,38.7278307,0
-100.3295925,39.5831024,0
-95.5671042,39.0805438,0
-95.5347369,39.251508,0
-96.8711409,39.9000807,0
-96.0269519,39.7690906,0
-97.0124144,39.9367553,0
-97.6123773,39.1902871,0
-98.7508415,39.3447742,0
-98.1009369,39.7262207,0
-99.2540059,39.7702227,0
-99.6464549,39.7266067,0
-100.2439639,38.9009177,0
-100.4350879,37.3143937,0
-101.9689869,39.1767667,0
-96.1012279,37.3003447,0
-97.3687519,38.9147327,0
-98.100936,39.7262207,0
-94.7416989,37.3099157,0
-95.4488589,37.3690207,0
-96.4347911,37.7958024,0
-97.4634159,37.7959759,0
-98.8762205,37.8545464,0
-99.3855484,37.8256648,0
-100.8706786,37.8296057,0
-101.2492122,37.3880114,0
-94.6125164,38.215197,0
-95.1212223,38.680958,0
-96.9117521,38.5224225,0
-97.2078887,38.2039494,0
-98.7751403,38.6813229,0
-99.2348417,38.3193226,0
-100.7232236,38.4682058,0
-101.3590971,38.1914654,0
-95.2272709,39.7839097,0
-96.5297375,39.6529209,0
-97.8192021,39.5668011,0
-98.169444,39.5666667,0
-99.269502,39.3355726,0
-100.6458939,39.4951963,0
-101.727883,39.1195241,0
-98.1535799,39.5671077,0
-83.7017979,36.6082857,1
-88.8622638,36.9068375,0
-88.1808759,36.6896267,0
-87.9605863,36.792622,1
-87.0088713,36.664255,1
-86.6314152,36.9907469,0
-86.2041469,36.9336087,0
-85.7169959,36.8194377,0
-85.2699359,36.7007807,1
-84.9933879,36.6171577,1
-84.8339909,36.8211687,1
-89.0589229,36.8458967,1
-82.2017749,37.4455887,0
-82.7330699,37.8092597,0
-82.8572619,37.3539197,1
-83.9929579,37.4310467,1
-83.6101219,37.7613187,1
-83.7306599,37.5931367,1
-83.9410399,37.9925897,1
-84.5585649,37.8823347,0
-84.6612332,37.390468,1
-84.8112865,37.470864,1
-84.8137054,37.9849668,0
-85.7375639,37.5833107,0
-85.1284099,37.4126457,1
-85.0956126,37.9353872,0
-85.9128109,37.7896507,0
-86.1387677,37.2573275,1
-86.8961593,37.8199855,0
-86.2962376,37.5961302,1
-86.0179129,37.6179677,0
-87.0823369,37.2448427,1
-87.6776119,37.5933277,0
-87.5068449,37.1865197,1
-87.6947489,37.7163597,0
-88.3261579,37.3299427,0
-85.2054969,38.2768507,0
-85.5587469,38.4108577,0
-84.8237459,38.7213307,0
-84.1633637,38.4344957,0
-84.5727271,38.3791569,0
-84.027055,38.0304392,0
-84.0681929,38.1661827,0
-83.9295763,38.2051493,0
-83.0920869,38.4189637,1
-83.0511849,38.4666117,1
-86.3369279,36.9261037,1
-89.0413978,36.8621049,0
-82.201774,37.4455887,1
-82.8436466,37.731563,1
-83.5630719,37.7389457,1
-83.8,37.6333333,1
-83.9410257,37.9925553,1
-87.3322,37.2448,0
-85.7373309,37.5839876,1
-85.7117159,37.8249387,1
-87.331989,37.2446037,0
-87.6771392,37.592793,0
-87.3525878,37.1070839,1
-85.2042619,38.2698117,1
-83.0919895,38.4235754,1
-82.9964384,38.4390546,1
-82.733069,37.8092597,1
-86.0487853,37.2174545,1
-86.06173,37.25567,1
-89.9627919,29.6873267,1
-89.6019899,29.3825447,0
-90.9214239,29.9029097,1
-90.0971379,29.6921337,1
-91.2167209,29.9075617,1
-92.8109049,29.7375687,0
-93.1346739,29.8271777,0
-89.8977049,30.2797337,1
-90.5110779,30.7018587,1
-90.2491541,30.8801251,1
-91.8208203,30.0641124,1
-91.5109166,30.8692521,1
-92.4323199,30.6522117,0
-92.4607919,30.7607257,1
-93.3426979,30.0082047,0
-93.3184289,30.8315727,1
-91.6715765,31.1887275,1
-91.4440435,31.9792958,1
-92.963258,31.5639297,1
-92.29532,31.46457,1
-93.0409919,31.5890857,1
-93.1721339,31.0143597,1
-91.7299813,32.7618191,1
-91.6538661,32.3944346,0
-92.3123249,32.2555287,1
-92.6215889,32.4602687,1
-93.9744951,32.0735964,1
-93.5151899,32.5629047,1
-90.5866389,29.5476317,0
-91.8769586,29.7156229,1
-92.2329247,29.8458497,1
-90.7326251,30.8571966,1
-91.5101169,30.3986037,1
-92.4508969,30.0808747,0
-92.0510279,31.8183596,1
-93.5736839,31.6692857,1
-91.4269719,32.4856776,0
-92.2805719,32.9513707,1
